Date,ETH_sent,LINK_sent,DOGE_sent,ADA_sent,BTC_carry,ETH_carry
2021-02-09,-0.010786402,-0.060975807,0.116975071,-0.042321801,0.0007094569304203543,0.000778611
2021-02-10,-0.0,-0.0,0.0,0.0,0.0006685190564450479,0.000720646
2021-02-11,0.0,0.0,-0.0,-0.0,0.0007154361392720643,0.000780652
2021-02-12,0.030141172,0.083222471,0.002648001,-0.003995211,0.0007441310594761141,0.000865106
2021-02-13,0.013843437,-0.147883265,0.051876227,0.01226849,0.0007446792694999607,0.000789952
2021-02-14,-0.008043458,0.075124962,-0.055276763,-0.078999064,0.0007748221743431095,0.000819811
2021-02-15,0.011828044,0.006852585,0.103774657,-0.020867936,0.0007714845443799913,0.000799022
2021-02-16,-0.00153879,0.01425871,0.055007683,-0.009899413,0.0007626413021507779,0.000762124
2021-02-17,-0.037390055,-0.01555762,0.076882579,-0.025040183,0.0008578652828954575,0.000885256
2021-02-18,-0.04736615,0.017956332,-0.171776173,-0.02475659,0.0008123854521842436,0.000875875
2021-02-19,-0.007903271,-0.021481412,0.066193543,-0.012379046,0.0007936276577128682,0.000942105
2021-02-20,-0.021717503,-0.058258616,-0.015790987,0.186550333,0.0007340381048788376,0.000778126
2021-02-21,0.0,0.0,0.0,-0.0,0.0007757247289620445,0.000822033
2021-02-22,-0.084094459,-0.1159123,-0.044956189,-0.001739551,0.0006581590181755921,0.000712023
2021-02-23,-0.0,-0.0,-0.0,-0.0,0.0006787826682219566,0.000695955
2021-02-24,0.028428044,0.021384933,0.175366886,0.086628409,0.0006268662533180905,0.000641655
2021-02-25,-0.0,-0.0,-0.0,0.0,0.0005750921468704597,0.000552484
2021-02-26,0.025398277,0.030913012,-0.011216307,-0.143456118,0.0005344056910305845,0.000537679
2021-02-27,0.009329249,-0.00229384,-0.00804187,0.055539193,0.0005135100142021165,0.000570613
2021-02-28,-0.0,-0.0,-0.0,-0.0,0.0005155981750537712,0.000501501
2021-03-01,0.100907203,0.0863356,0.049327732,-0.012084647,0.000527076118492743,0.000524575
2021-03-02,-0.054373736,0.031418457,-0.004542522,-0.058347599,0.0005234954860792162,0.000536198
2021-03-03,-0.052990491,-0.00616311,0.0,0.007956001,0.0005910209385976485,0.000589026
2021-03-04,-0.0,-0.0,-0.0,-0.0,0.0005131682235833419,0.000491245
2021-03-05,-0.007119742,-0.016139518,-0.009204708,0.041115733,0.000498029933584901,0.000502028
2021-03-06,0.0,0.0,0.0,-0.0,0.0005049553025444002,0.000550992
2021-03-07,-0.044911902,-0.031823639,-0.019978148,-0.00125696,0.0005796895332188344,0.000609185
2021-03-08,0.0,0.0,0.0,-0.0,0.0005772681171924039,0.000594645
2021-03-09,0.0,0.0,-0.0,0.0,0.0006333233239785076,0.000644829
2021-03-10,0.041139249,-0.001740581,0.035906192,0.055460793,0.0006696383371424673,0.000700247
2021-03-11,0.016935421,0.006532155,0.001062633,-0.007364084,0.0007624675547016773,0.000770084
2021-03-12,-0.033233567,-0.020969444,-0.011789525,-0.085594126,0.0007047774038770166,0.00070377
2021-03-13,0.0,0.0,0.0,0.0,0.0009236848216989819,0.000935885
2021-03-14,0.039390312,0.073278207,0.07553697,0.044208404,0.0009112155400214215,0.000907915
2021-03-15,0.030000218,0.053620477,0.021737099,0.020543473,0.0006485818174532057,0.000712706
2021-03-16,0.006469205,0.010079005,0.029090495,0.191977064,0.0006479537996014461,0.00070421
2021-03-17,0.01017453,0.024429523,-0.013020304,0.097371853,0.0006761274922398893,0.000739589
2021-03-18,-0.0,-0.0,-0.0,-0.0,0.0006592123513830128,0.000710195
2021-03-19,-0.018420795,-0.007920535,-0.015549335,-0.051905675,0.0007063714153477265,0.00075513
2021-03-20,-0.00165966,0.006888704,0.009762109,-0.075605086,0.0007576019751504771,0.000766253
2021-03-21,-0.0,-0.0,-0.0,-0.0,0.0006853203391285832,0.000697887
2021-03-22,-0.0,-0.0,-0.0,-0.0,0.0006157481457388946,0.000620738
2021-03-23,0.007697743,-0.003314281,0.028360788,-0.013427378,0.0006360599454198618,0.000642677
2021-03-24,-0.053084538,-0.074228464,-0.035359917,-0.043357924,0.0005505657649602912,0.000588384
2021-03-25,-0.002462449,0.002998883,0.004546276,-0.024559817,0.000530571588776464,0.000532946
2021-03-26,0.06889449,0.067488639,0.050677687,0.102783265,0.0005493946250648369,0.0005806
2021-03-27,0.0,-0.0,0.0,-0.0,0.0006169205293152892,0.00063301
2021-03-28,0.015072469,0.00709692,0.014253499,-0.011028545,0.0006024798302049306,0.000639191
2021-03-29,0.0,0.0,0.0,0.0,0.0007130622968351817,0.000758768
2021-03-30,0.012971854,0.014155833,-0.002288108,0.007869882,0.0007936697109855851,0.000812366
2021-03-31,0.041981467,0.028704364,-0.004275771,-0.016624062,0.0008320369980368701,0.000886736
2021-04-01,0.0,0.0,0.0,-0.0,0.0008506319141082179,0.000917762
2021-04-02,-0.08080967,-0.042176303,0.076306527,-0.005232239,0.0008746241109461172,0.000909891
2021-04-03,0.060454743,-0.0,-0.0,0.023466873,0.000821767900049933,0.000860832
2021-04-04,0.032895496,0.055339077,0.033358392,0.016789052,0.0008421447688738324,0.000921307
2021-04-05,-0.015151841,-0.143342145,-0.044386234,-0.024848178,0.0009930056425347209,0.001058028
2021-04-06,-0.002289323,-0.023349741,-0.070855383,-0.032635415,0.0008946701238007911,0.000959609
2021-04-07,-0.073021477,-0.072887237,-0.091437691,-0.064674846,0.0007608150480456419,0.000805763
2021-04-08,0.057875707,0.043555579,0.049892274,0.03817669,0.0008665388867796497,0.00089769
2021-04-09,0.006553637,0.019050287,0.003177395,0.014248962,0.0008906351802182294,0.000932407
2021-04-10,0.031723751,0.064255295,0.033982896,0.012779779,0.0011105657043703398,0.001154261
2021-04-11,0.0,0.0,0.0,0.0,0.0011177803668890405,0.001167044
2021-04-12,-0.006374394,-0.02832459,-0.049584035,0.039386593,0.001104788612141444,0.001103642
2021-04-13,0.07283108,0.105712488,0.288631656,0.072021052,0.0012530779522481033,0.001277356
2021-04-14,-0.056403757,-0.089431927,-0.251799587,-0.026864973,0.0010193882019161843,0.001066294
2021-04-15,-0.032930377,-0.059517346,-0.40662036,-0.018627293,0.0010603783603067415,0.00110224
2021-04-16,-0.037020783,0.243748019,0.695129204,-0.047313444,0.0009066920283682472,0.000982231
2021-04-17,-0.04433807,-0.106788269,-0.25830687,-0.030147248,0.0008235378205357043,0.000873687
2021-04-18,-0.0,-0.0,0.0,-0.0,0.0005954288295412413,0.000656013
2021-04-19,-0.033900935,-0.087232946,0.237902409,-0.066731072,0.0006650340756593225,0.000706831
2021-04-20,-0.075254537,-0.054072536,0.25356566,-0.058837391,0.0006470756909306327,0.000720118
2021-04-21,0.0,-0.0,-0.0,-0.0,0.000695922140590447,0.000847454
2021-04-22,-0.017194956,0.063711762,0.159790739,0.050769556,0.0006088571734170271,0.000734679
2021-04-23,0.012821953,0.016237461,0.042499985,-0.012733272,0.0005496855085628211,0.000657463
2021-04-24,-0.067280878,-0.085693028,0.077699314,-0.049348292,0.0005135383838137853,0.000620816
2021-04-25,-0.047271165,0.015092356,0.070621181,0.010546227,0.0005681781971385824,0.000670621
2021-04-26,0.087468073,0.112087349,0.076566435,0.125723569,0.0006484462008609644,0.000740102
2021-04-27,-0.05138154,-0.047955102,-0.002610632,-0.054105498,0.0006369765935780042,0.000757187
2021-04-28,0.0,0.0,0.0,0.0,0.0006571059373864088,0.000737416
2021-04-29,0.0,-0.0,-0.0,-0.0,0.0006415429899927885,0.000700008
2021-04-30,0.005562945,0.122844744,0.10182397,0.035273444,0.0006902174191494732,0.000734972
2021-05-01,0.060310131,0.008263022,0.146928039,-0.001183082,0.000698788150425088,0.000695468
2021-05-02,-0.001625291,0.031905217,0.044199444,0.01859442,0.0006597414154824061,0.000677309
2021-05-03,0.151207416,0.043050623,0.165821223,0.026406384,0.0006445434693747462,0.00059559
2021-05-04,-0.057595695,-0.065265208,0.198864971,-0.070241632,0.0005186542278408942,0.000516934
2021-05-05,0.084402758,0.424324452,0.194245577,0.153047536,0.0006968711990265451,0.000657184
2021-05-06,-0.009846116,0.037658529,-0.11825333,0.108322741,0.0006288740682684979,0.000622607
2021-05-07,0.002927142,0.118419307,0.0,-0.002362134,0.0006104260592208481,0.000633845
2021-05-08,0.116706641,0.041020077,-0.079535458,-0.019486888,0.0007176473102689118,0.000615745
2021-05-09,0.0,0.0,-0.0,0.0,0.0006790915442538535,0.000634104
2021-05-10,0.005573197,-0.077511129,-0.235850337,-0.072789265,0.0006052472926321083,0.000617337
2021-05-11,-0.056071035,-0.158023519,-0.090145742,-0.071032642,0.0006502012404447484,0.0006846
2021-05-12,0.087652648,0.22439473,0.230795508,0.116436959,0.000515691184717507,0.000534491
2021-05-13,-0.027928701,0.017683969,0.223041401,0.206619347,0.0005051990502789351,0.000584642
2021-05-14,0.091711518,0.029639337,0.134136481,0.039278515,0.0004513733492320627,0.000553327
2021-05-15,0.111056036,0.101077407,0.095855253,-0.080161521,0.00037333027063495656,0.000457229
2021-05-16,0.017867944,0.004327678,-0.010075898,-0.056243311,0.0003787249206552952,0.000489639
2021-05-17,-0.087340847,-0.086755051,-0.052349147,-0.124615514,0.0003468496959216765,0.000471765
2021-05-18,-0.027807691,-0.01813802,0.024418804,0.013434999,0.00034625155724573735,0.000503788
2021-05-19,0.324860746,0.450102366,0.367446889,0.312203342,0.00024178286028363316,0.000261293
2021-05-20,0.126793683,0.163227811,0.187971574,0.205377722,0.00023901061405128,0.000255958
2021-05-21,0.130054533,0.173372543,0.105477899,0.150316727,0.00018873156670408365,0.000234054
2021-05-22,0.057618271,0.087580134,0.045136775,0.057382449,0.0001855506105478008,0.000191225
2021-05-23,-0.0,-0.0,-0.0,-0.0,0.0001502051621292506,0.000191349
2021-05-24,-0.233750194,-0.311174256,-0.17766979,-0.165255117,0.00020181842841790227,0.00026774
2021-05-25,-0.021175565,0.047823125,0.055951772,-0.002062388,0.00020788087546537765,0.000277977
2021-05-26,0.0,0.0,0.0,0.0,0.000245359523913175,0.00027279
2021-05-27,-0.0,-0.0,-0.0,-0.0,0.00023804619420962617,0.000279159
2021-05-28,-0.0,-0.0,-0.0,-0.0,0.0002141562324213682,0.000253262
2021-05-29,-0.0,-0.0,-0.0,-0.0,0.00019199318585346606,0.000233387
2021-05-30,0.045987283,0.014768618,-0.00334111,0.11577724,0.0001981816849457199,0.000233856
